x,y,region,home_county,mutual_aid_number,type,accidental_transmitter,date,operational_periods,number_volunteers,total_hours,mileage,total_paid_hours,aircraft_used,area_type,area_type_other,land_ownership,land_ownership_other,number_subjects,category,category_other,age_sub_1,gender_sub_1,fitness_sub_1,experience_sub_1,mental_factor_sub_1,mental_rating_sub_1,age_sub_2,gender_sub_2,fitness_sub_2,experience_sub_2,mental_factor_sub_2,mental_rating_sub_2,age_sub_3,gender_sub_3,fitness_sub_3,experience_sub_3,mental_factor_sub_3,mental_rating_sub_3,age_sub_4,gender_sub_4,fitness_sub_4,experience_sub_4,mental_factor_sub_4,mental_rating_sub_4,age_sub_5,gender_sub_5,fitness_sub_5,experience_sub_5,mental_factor_sub_5,mental_rating_sub_5,group_specifics,number_sub_well,number_sub_ill_injured,number_sub_doa,number_sub_not_found,point_found_count,medical_problems_subject,medical_problems_other_subject,medical_provider,medical_provider_other,year,male_female,sub_1,sub_2,sub_3,sub_4,sub_5,sub_total,state,children,seniors,mental,daylight,winter,helicopter,uav,fixed_wing,total_aircrafts,gps,time_bin
-104.915361555,38.7394824360001,Rocky Mountain Region,"['El Paso County ', ' Colorado']",,rescue,,2019/03/15 11:29:59+00,1.0,2.0,2.0,,,no,wilderness,,"forest, park, monument, blm",,3.0,driving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,,0.0,,,,,,2019,,,,,,,,Colorado,0,0,0,1,0,0,0,0,0,0,0-11hr
-104.521234546,39.0755363920001,Rocky Mountain Region,"['El Paso County ', ' Colorado']",,rescue,,2019/03/17 19:17:00+00,1.0,6.0,3.0,,,aircraft-helicopter,urban_rural,,city,,1.0,hiking,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,,,,Other,Flight crew,2019,male,1.0,,,,,1.0,Colorado,0,0,0,1,0,1,0,0,1,0,0-11hr
-104.506820964,38.917968994,Rocky Mountain Region,"['El Paso County ', ' Colorado']",,search,,2019/03/17 20:22:00+00,1.0,7.0,3.0,,,no,urban_rural,,private,,1.0,other,autistic,8.0,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,0.0,0,,,,,2019,female,1.0,,,,,1.0,Colorado,1,1,0,1,0,0,0,0,0,0,0-11hr
-104.95611,39.00694,Rocky Mountain Region,"['El Paso County ', ' Colorado']",,rescue,,2019/03/24 06:32:00+00,1.0,4.0,24.0,,,no,wilderness,,"forest, park, monument, blm",,3.0,driving,,,male,,,,,,male,,,,,,male,,,,,,,,,,,,,,,,,,3.0,0.0,,0.0,,,,,,2019,male,1.0,1.0,1.0,,,3.0,Colorado,0,0,0,0,0,0,0,0,0,0,11-32hr
-104.93578,39.0170800000001,Rocky Mountain Region,"['El Paso County ', ' Colorado']",,rescue,,2019/03/31 14:47:00+00,1.0,5.0,20.0,,,no,wilderness,,"forest, park, monument, blm",,5.0,driving,,32.0,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,,0.0,,,,,,2019,male,1.0,,,,,1.0,Colorado,0,0,0,1,0,0,0,0,0,0,11-32hr
-105.020965488,39.0505568030001,Rocky Mountain Region,"['El Paso County ', ' Colorado']",,rescue,,2019/04/02 02:16:59+00,1.0,3.0,6.0,,,no,wilderness,,"forest, park, monument, blm",,3.0,driving,,33.0,male,,,,,33.0,male,,,,,33.0,male,,,,,,,,,,,,,,,,,,3.0,0.0,,0.0,,,,,,2019,male,1.0,1.0,1.0,,,3.0,Colorado,0,0,0,0,0,0,0,0,0,0,0-11hr
-104.90303,38.7886,Rocky Mountain Region,"['El Paso County ', ' Colorado']",,search,,2019/04/06 00:14:59+00,1.0,14.0,77.0,,,no,wilderness,,"forest, park, monument, blm",,1.0,hiking,,21.0,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,1,Illness_Environmental,,SAR_team,,2019,male,1.0,,,,,1.0,Colorado,0,0,0,0,0,0,0,0,0,0,32hours-7day
-104.74737365,38.5405000000001,Rocky Mountain Region,"['El Paso County ', ' Colorado']",US Army,search,,2019/04/16 10:34:59+00,2.0,20.0,160.0,,,aircraft-helicopter,urban_rural,,military,,1.0,working,,25.0,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,0.0,1,,,,,2019,female,1.0,,,,,1.0,Colorado,0,0,0,1,0,1,0,0,1,0,32hours-7day
-104.945520313,38.856457377,Rocky Mountain Region,"['El Paso County ', ' Colorado']",,rescue,,2019/04/20 18:27:59+00,1.0,10.0,20.0,,,no,wilderness,,"forest, park, monument, blm",,1.0,hiking,,,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,,Trauma_Extremities,,Local_Fire,,2019,female,1.0,,,,,1.0,Colorado,0,0,0,1,0,0,0,0,0,0,11-32hr
-104.91976,39.0937500000001,Rocky Mountain Region,"['El Paso County ', ' Colorado']",,rescue,,2019/04/20 21:16:00+00,1.0,18.0,54.0,,,no,wilderness,,"forest, park, monument, blm",,1.0,biking,,59.0,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,,Trauma_Spine,,SAR_team,,2019,male,1.0,,,,,1.0,Colorado,0,0,0,0,0,0,0,0,0,0,32hours-7day
-104.98581,39.10342,Rocky Mountain Region,"['El Paso County ', ' Colorado']",,rescue,,2019/04/20 23:13:59+00,1.0,5.0,15.0,,,no,wilderness,,"forest, park, monument, blm",,1.0,driving,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,0.0,,,,,,2019,male,1.0,,,,,1.0,Colorado,0,0,0,0,0,0,0,0,0,0,11-32hr
-105.075924,38.8691000000001,Rocky Mountain Region,"['El Paso County ', ' Colorado']",,rescue,,2019/04/24 18:58:00+00,1.0,18.0,126.0,,,aircraft-helicopter,wilderness,,"forest, park, monument, blm",,3.0,snowboarding,,29.0,male,,,,,,male,,,,,,male,,,,,,,,,,,,,,,,,,2.0,1.0,,0.0,,"Trauma_Head,Trauma_Chest,Trauma_Extremities",,SAR_team,,2019,male,1.0,1.0,1.0,,,3.0,Colorado,0,0,0,1,1,1,0,0,1,0,32hours-7day
-104.612257992,39.01692,Rocky Mountain Region,"['El Paso County ', ' Colorado']",,search,,2019/04/25 18:00:00+00,1.0,5.0,10.0,,,no,urban_rural,,private,,1.0,child_age_0-15,,3.0,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,0.0,1,,,,,2019,female,1.0,,,,,1.0,Colorado,1,1,0,1,0,0,0,0,0,0,0-11hr
-104.941459111,38.8559955430001,Rocky Mountain Region,"['El Paso County ', ' Colorado']",,rescue,,2019/04/28 16:34:59+00,1.0,10.0,20.0,,,no,wilderness,,"forest, park, monument, blm",,1.0,hiking,,26.0,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,,Trauma_Extremities,,Local_Fire,,2019,female,1.0,,,,,1.0,Colorado,0,0,0,1,0,0,0,0,0,0,11-32hr
-104.935563953,38.8537838030001,Rocky Mountain Region,"['El Paso County ', ' Colorado']",,rescue,,2019/05/11 05:23:59+00,1.0,6.0,6.0,,,no,wilderness,,"forest, park, monument, blm",,1.0,hiking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,0.0,,,,,,2019,,,,,,,,Colorado,0,0,0,0,0,0,0,0,0,0,0-11hr
-105.018562229,39.0683515220001,Rocky Mountain Region,"['El Paso County ', ' Colorado']",,search,,2019/05/22 01:21:00+00,1.0,5.0,15.0,,,no,wilderness,,"forest, park, monument, blm",,2.0,driving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,0.0,1,,,,,2019,,,,,,,,Colorado,0,0,0,0,0,0,0,0,0,0,11-32hr
-105.041,38.8381200000001,Rocky Mountain Region,"['El Paso County ', ' Colorado']",,rescue,,2019/05/27 01:12:00+00,1.0,9.0,45.0,,,no,wilderness,,"forest, park, monument, blm",,1.0,hiking,,58.0,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,,"Illness_Environmental,Illness_Altitude",,"SAR_team,Local_Fire",,2019,female,1.0,,,,,1.0,Colorado,0,0,0,0,0,0,0,0,0,0,32hours-7day
-104.94014,38.85558,Rocky Mountain Region,"['El Paso County ', ' Colorado']",,rescue,,2019/06/01 18:17:59+00,1.0,9.0,18.0,,,no,wilderness,,"forest, park, monument, blm",,1.0,hiking,,26.0,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,,Trauma_Extremities,,Local_Fire,,2019,female,1.0,,,,,1.0,Colorado,0,0,0,1,0,0,0,0,0,0,11-32hr
-105.0272,38.8424000000001,Rocky Mountain Region,"['El Paso County ', ' Colorado']",,search,,2019/06/02 21:30:00+00,1.0,11.0,38.0,,,no,wilderness,,"forest, park, monument, blm",,1.0,hiking,,33.0,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,1,Illness_Environmental,,SAR_team,,2019,male,1.0,,,,,1.0,Colorado,0,0,0,0,0,0,0,0,0,0,32hours-7day
-104.8895,38.7849000000001,Rocky Mountain Region,"['El Paso County ', ' Colorado']",CSFD,rescue,,2019/06/07 18:56:59+00,1.0,11.0,55.0,,,no,wilderness,,"forest, park, monument, blm",,1.0,hiking,,40.0,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,,,,Local_Fire,,2019,female,1.0,,,,,1.0,Colorado,0,0,0,1,0,0,0,0,0,0,32hours-7day
-104.93197482,38.8566973440001,Rocky Mountain Region,"['El Paso County ', ' Colorado']",,search,,2019/06/11 01:38:00+00,1.0,5.0,10.0,,,no,wilderness,,"forest, park, monument, blm",,3.0,hiking,,50.0,female,,,,,17.0,male,,,,,65.0,female,,,,,,,,,,,,,,,,,,3.0,0.0,,0.0,1,,,,,2019,male female,1.0,1.0,1.0,,,3.0,Colorado,0,1,0,0,0,0,0,0,0,0,0-11hr
-105.0225,38.8422,Rocky Mountain Region,"['El Paso County ', ' Colorado']",,search,,2019/06/14 23:39:00+00,1.0,2.0,2.0,,,no,wilderness,,"forest, park, monument, blm",,2.0,hiking,,43.0,female,,,,,53.0,male,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,0.0,1,,,,,2019,male female,1.0,1.0,,,,2.0,Colorado,0,0,0,0,0,0,0,0,0,0,0-11hr
-105.027231128,39.019555295,Rocky Mountain Region,"['El Paso County ', ' Colorado']",,rescue,,2019/06/16 22:50:59+00,1.0,9.0,9.0,,,no,wilderness,,"forest, park, monument, blm",,2.0,driving,,,female,,,,,,male,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,,0.0,,,,"Local_EMS,Local_Fire",,2019,male female,1.0,1.0,,,,2.0,Colorado,0,0,0,0,0,0,0,0,0,0,0-11hr
-105.04028,38.83889,Rocky Mountain Region,"['El Paso County ', ' Colorado']",,rescue,,2019/06/20 01:14:00+00,1.0,13.0,65.0,,,no,wilderness,,"forest, park, monument, blm",,2.0,hiking,,21.0,male,,,,,23.0,female,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,,0.0,,"Illness_Environmental,Illness_Altitude",,SAR_team,,2019,male female,1.0,1.0,,,,2.0,Colorado,0,0,0,0,0,0,0,0,0,0,32hours-7day
-104.90028,38.9547200000001,Rocky Mountain Region,"['El Paso County ', ' Colorado']",CSFD,rescue,,2019/06/24 00:52:00+00,1.0,15.0,60.0,,,no,wilderness,,"forest, park, monument, blm",,1.0,hiking,,39.0,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,,Trauma_Extremities,,SAR_team,,2019,male,1.0,,,,,1.0,Colorado,0,0,0,0,0,0,0,0,0,0,32hours-7day
-104.90139,38.9533300000001,Rocky Mountain Region,"['El Paso County ', ' Colorado']",,rescue,,2019/06/24 04:37:00+00,1.0,3.0,6.0,,,no,wilderness,,"forest, park, monument, blm",,2.0,hiking,,25.0,male,,,,,22.0,male,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,0.0,,,,,,2019,male,1.0,1.0,,,,2.0,Colorado,0,0,0,0,0,0,0,0,0,0,0-11hr
-104.93514,38.8549400000001,Rocky Mountain Region,"['El Paso County ', ' Colorado']",,rescue,,2019/06/28 18:33:00+00,1.0,7.0,14.0,,,no,wilderness,,"forest, park, monument, blm",,1.0,hiking,,34.0,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,,Illness_Environmental,,Local_Fire,,2019,male,1.0,,,,,1.0,Colorado,0,0,0,1,0,0,0,0,0,0,11-32hr
-104.890846164,38.8222949140001,Rocky Mountain Region,"['El Paso County ', ' Colorado']",,search,,2019/06/29 22:53:00+00,1.0,11.0,33.0,,,no,wilderness,,"forest, park, monument, blm",,1.0,hiking,,44.0,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,0.0,1,,,,,2019,female,1.0,,,,,1.0,Colorado,0,0,0,0,0,0,0,0,0,0,32hours-7day
-104.94646445,38.8583288180001,Rocky Mountain Region,"['El Paso County ', ' Colorado']",,rescue,,2019/06/30 16:57:00+00,1.0,12.0,42.0,,,no,wilderness,,"forest, park, monument, blm",,1.0,hiking,,35.0,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,,Illness_Environmental,,"SAR_team,Local_Fire",,2019,female,1.0,,,,,1.0,Colorado,0,0,0,1,0,0,0,0,0,0,32hours-7day
-104.941057117,38.857927799,Rocky Mountain Region,"['El Paso County ', ' Colorado']",,rescue,,2019/07/02 18:53:59+00,1.0,12.0,24.0,,,no,wilderness,,"forest, park, monument, blm",,1.0,hiking,,50.0,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,,Trauma_Extremities,,Local_Fire,,2019,female,1.0,,,,,1.0,Colorado,0,0,0,1,0,0,0,0,0,0,11-32hr
-104.9426879,38.8563237000001,Rocky Mountain Region,"['El Paso County ', ' Colorado']",,rescue,,2019/07/07 21:33:00+00,1.0,15.0,75.0,,,no,wilderness,,"forest, park, monument, blm",,1.0,hiking,,27.0,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,,Trauma_Extremities,,"SAR_team,Local_Fire",,2019,female,1.0,,,,,1.0,Colorado,0,0,0,0,0,0,0,0,0,0,32hours-7day
-104.92397681,38.868955,Rocky Mountain Region,"['El Paso County ', ' Colorado']",,rescue,,2019/07/12 18:56:00+00,1.0,14.0,14.0,,,no,wilderness,,"forest, park, monument, blm",,1.0,camping,,52.0,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,,,,Local_Fire,,2019,female,1.0,,,,,1.0,Colorado,0,0,0,1,0,0,0,0,0,0,11-32hr
-104.941314609,38.857927799,Rocky Mountain Region,"['El Paso County ', ' Colorado']",,rescue,,2019/07/15 16:31:00+00,1.0,11.0,22.0,,,no,wilderness,,"forest, park, monument, blm",,1.0,hiking,,18.0,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,,Illness_Environmental,,Local_Fire,,2019,female,1.0,,,,,1.0,Colorado,0,0,0,1,0,0,0,0,0,0,11-32hr
-104.933761509,38.855788993,Rocky Mountain Region,"['El Paso County ', ' Colorado']",,search,,2019/08/02 00:46:59+00,1.0,1.0,5.0,,,no,wilderness,,"forest, park, monument, blm",,2.0,hiking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,0.0,1,,,,,2019,,,,,,,,Colorado,0,0,0,0,0,0,0,0,0,0,0-11hr
-104.933718593,38.8571591730001,Rocky Mountain Region,"['El Paso County ', ' Colorado']",,rescue,,2019/08/09 17:51:59+00,1.0,3.0,6.0,,,no,wilderness,,"forest, park, monument, blm",,1.0,hiking,,36.0,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,,"Illness_Environmental,Illness_Cardiac",,Local_Fire,,2019,male,1.0,,,,,1.0,Colorado,0,0,0,1,0,0,0,0,0,0,0-11hr
-104.90487,38.95379,Rocky Mountain Region,"['El Paso County ', ' Colorado']",CSFD,rescue,,2019/08/10 02:54:00+00,1.0,15.0,45.0,,,no,wilderness,,"forest, park, monument, blm",,1.0,hiking,,31.0,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,0.0,,,,,,2019,male,1.0,,,,,1.0,Colorado,0,0,0,0,0,0,0,0,0,0,32hours-7day
-104.89153281,38.821358725,Rocky Mountain Region,"['El Paso County ', ' Colorado']",,search,,2019/08/29 03:10:00+00,1.0,7.0,28.0,,,no,wilderness,,"forest, park, monument, blm",,1.0,hiking,,48.0,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,0.0,1,,,,,2019,male,1.0,,,,,1.0,Colorado,0,0,0,0,0,0,0,0,0,0,11-32hr
-104.878915699,38.7909258920001,Rocky Mountain Region,"['El Paso County ', ' Colorado']",CSFD,rescue,,2019/09/02 17:26:59+00,1.0,13.0,32.0,,,no,wilderness,,city,,2.0,climbing,,21.0,male,,,,,18.0,female,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,0.0,,,,,,2019,male female,1.0,1.0,,,,2.0,Colorado,0,0,0,1,0,0,0,0,0,0,11-32hr
-104.943803699,38.8561900240001,Rocky Mountain Region,"['El Paso County ', ' Colorado']",,rescue,,2019/09/02 23:45:00+00,1.0,11.0,33.0,,,no,wilderness,,"forest, park, monument, blm",,1.0,hiking,,30.0,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,,Illness_Environmental,,Local_Fire,,2019,male,1.0,,,,,1.0,Colorado,0,0,0,0,0,0,0,0,0,0,32hours-7day
-105.0225,38.8435000000001,Rocky Mountain Region,"['El Paso County ', ' Colorado']",,rescue,,2019/10/13 01:41:59+00,1.0,4.0,4.0,,,no,wilderness,,"forest, park, monument, blm",,1.0,hiking,,17.0,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,,"Illness_Environmental,Illness_Altitude",,None,,2019,male,1.0,,,,,1.0,Colorado,0,0,0,0,1,0,0,0,0,0,0-11hr
-105.012466,39.0321500000001,Rocky Mountain Region,"['El Paso County ', ' Colorado']",,rescue,,2019/12/09 21:45:00+00,1.0,4.0,8.0,,,no,wilderness,,"forest, park, monument, blm",,1.0,driving,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,0.0,,,,,,2019,male,1.0,,,,,1.0,Colorado,0,0,0,0,1,0,0,0,0,0,0-11hr
-122.0219,47.5000000000001,Washington Region,"['King County ', ' Washington']",,rescue,,2021/05/13 00:41:00+00,1.0,20.0,30.0,467.0,1.0,no,wilderness,,county,,1.0,hiking,,58.0,male,fair,fair,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,,Illness_Cardiac,,"SAR_team,Local_Fire",,2021,male,1.0,,,,,1.0,Washington,0,0,0,0,0,0,0,0,0,0,11-32hr
-121.5569,47.4206,Washington Region,"['King County ', ' Washington']",,rescue,,2021/05/31 19:15:00+00,1.0,30.0,133.0,1998.0,1.0,aircraft-helicopter,wilderness,,"forest, park, monument, blm",,1.0,hiking,,57.0,male,fair,fair,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,,Illness_Cardiac,,"SAR_team,Other",Helo crew,2021,male,1.0,,,,,1.0,Washington,0,0,0,1,0,1,0,0,1,0,32hours-7day
-121.431463628,48.5279904560001,Washington Region,"['Pierce County ', ' Washington']",21-1824,search,,2021/05/29 14:00:00+00,1.0,2.0,30.0,380.0,,no,wilderness,,"forest, park, monument, blm",,1.0,hiking,,66.0,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,2021,male,1.0,,,,,1.0,Washington,0,0,0,1,0,0,0,0,0,0,11-32hr
-122.257144128,46.864912942,Washington Region,"['Pierce County ', ' Washington']",21-1852,search,,2021/05/27 15:00:00+00,1.0,3.0,27.0,360.0,,no,wilderness,,state,,1.0,hiking,,50.0,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,2021,male,1.0,,,,,1.0,Washington,0,0,0,1,0,0,0,0,0,0,11-32hr
-121.431485085,48.5280046670001,Washington Region,"['Pierce County ', ' Washington']",21-1824,search,,2021/05/23 14:00:00+00,1.0,4.0,80.0,440.0,,no,wilderness,,"forest, park, monument, blm",,1.0,hiking,,66.0,male,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,2021,male,1.0,,,,,1.0,Washington,0,0,0,1,0,0,0,0,0,0,32hours-7day
-107.25986,39.31332,Rocky Mountain Region,"['Pitkin County ', ' Colorado']",,search,,2021/05/15 21:59:59+00,1.0,23.0,96.0,200.0,0.0,aircraft-uav,wilderness,,"forest, park, monument, blm",,1.0,hiking,,33.0,male,good,poor,intellectual disability,moderate,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,0.0,1,,,,,2021,male,1.0,,,,,1.0,Colorado,0,0,1,0,0,0,1,0,1,0,32hours-7day
-106.5675,39.1541,Rocky Mountain Region,"['Pitkin County ', ' Colorado']",,rescue,,2021/06/05 22:44:59+00,1.0,27.0,165.0,200.0,,no,wilderness,,"forest, park, monument, blm",,2.0,hiking,,28.0,female,good,good,,,29.0,female,good,good,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,0.0,,,,,,2021,female,1.0,1.0,,,,2.0,Colorado,0,0,0,0,0,0,0,0,0,0,32hours-7day
-121.737490958,46.785580124,,None,,search,,2015/02/02 16:23:12+00,0.0,5.0,40.0,,0.0,no,wilderness,,"forest, park, monument, blm",,3.0,mountaineering,,,female,excellent,fair,none,,,female,fair,,,,,female,fair,,,,,,,,,,,,,,,,,3.0,0.0,,0.0,,NONE,,,,2015,female,1.0,1.0,1.0,,,3.0,Washington,0,0,0,1,0,0,0,0,0,0,32hours-7day
-115.492183,36.141667,,None,,rescue,,2015/01/24 21:24:59+00,0.0,3.0,6.0,,0.0,no,wilderness,,"forest, park, monument, blm",,3.0,climbing,,29.0,male,,,none,,46.0,male,,,,,48.0,male,,,,,,,,,,,,,,,,,,3.0,0.0,,0.0,,NONE,,,,2015,male,1.0,1.0,1.0,,,3.0,Nevada,0,0,0,0,0,0,0,0,0,0,0-11hr
-115.313067,36.23796,,None,,rescue,,2015/02/07 03:26:00+00,0.0,10.0,65.0,,0.0,no,urban_rural,,county,,2.0,hiking,,18.0,male,,,none,,16.0,female,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,0.0,,NONE,,,,2015,male female,1.0,1.0,,,,2.0,Nevada,0,0,0,0,0,0,0,0,0,0,32hours-7day
-115.497683,36.1559500000001,,None,,rescue,,2015/02/02 03:49:59+00,0.0,10.0,25.0,,0.0,no,wilderness,,"forest, park, monument, blm",,1.0,hiking,,32.0,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,,BLS,,,,2015,female,1.0,,,,,1.0,Nevada,0,0,0,0,0,0,0,0,0,0,11-32hr
-111.424940837,34.07495182,,None,,rescue,,2015/01/28 01:30:00+00,0.0,6.0,13.0,,0.0,no,urban_rural,,county,,1.0,hiking,,56.0,male,fair,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,0.0,,FIRST AID,,,,2015,male,1.0,,,,,1.0,Arizona,0,0,0,0,0,0,0,0,0,0,11-32hr
-121.910293257,45.5986463340001,,None,,search,,2015/01/31 08:00:00+00,0.0,3.0,18.0,,0.0,no,wilderness,,"forest, park, monument, blm",,3.0,,,,male,good,,,,,male,good,,,,,female,good,,,,,,,,,,,,,,,,,3.0,0.0,,0.0,,,,,,2015,male female,1.0,1.0,1.0,,,3.0,Oregon,0,0,0,1,0,0,0,0,0,0,11-32hr
-121.698838627,45.371005747,,None,,rescue,,2015/01/31 08:00:00+00,0.0,6.0,36.0,,0.0,no,wilderness,,"forest, park, monument, blm",,2.0,climbing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,0.0,,,,,,2015,,,,,,,,Oregon,0,0,0,1,0,0,0,0,0,0,32hours-7day
-114.534167,36.5765000000001,,None,,rescue,,2015/02/07 18:45:00+00,0.0,6.0,18.0,,0.0,no,wilderness,,"forest, park, monument, blm",,2.0,ohv/atv,,,male,,,,,30.0,male,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,0.0,,ALS,,,,2015,male,1.0,1.0,,,,2.0,Nevada,0,0,0,1,0,0,0,0,0,0,11-32hr
-114.509667,36.530833,,None,,rescue,,2015/02/07 18:30:00+00,0.0,6.0,21.0,,0.0,no,wilderness,,"forest, park, monument, blm",,2.0,ohv/atv,,,male,,,,,50.0,male,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,0.0,,ALS,,,,2015,male,1.0,1.0,,,,2.0,Nevada,0,0,0,1,0,0,0,0,0,0,11-32hr
-72.7431489589999,44.56795061,,None,,search,,2015/01/04 05:00:00+00,0.0,6.0,26.0,,0.0,no,wilderness,,state,,2.0,camping,,30.0,male,good,good,none,normal,29.0,male,good,good,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,0.0,,NONE,,,,2015,male,1.0,1.0,,,,2.0,Vermont,0,0,0,0,0,0,0,0,0,0,11-32hr
-72.694697535,44.5676448720001,,None,,rescue,,2015/01/30 20:35:00+00,0.0,5.0,6.0,,0.0,no,wilderness,,state,,1.0,hiking,,42.0,female,fair,fair,none,normal,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,0.0,,NONE,,,,2015,female,1.0,,,,,1.0,Vermont,0,0,0,1,0,0,0,0,0,0,0-11hr
-72.743100679,44.4374145470001,,None,,search,,2015/02/22 20:42:00+00,0.0,6.0,9.0,,0.0,no,wilderness,,state,,1.0,snow_skiing,,28.0,female,good,good,none,normal,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,0.0,,NONE,,,,2015,female,1.0,,,,,1.0,Vermont,0,0,0,1,1,0,0,0,0,0,0-11hr
-105.295102751,39.9307017400001,,None,,rescue,,2015/02/07 20:07:59+00,0.0,9.0,18.0,,0.0,no,wilderness,,,,2.0,climbing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,0.0,,NONE,,,,2015,,,,,,,,Colorado,0,0,0,1,0,0,0,0,0,0,11-32hr
-105.280296958,39.9815224810001,,None,,search,,2015/02/07 20:13:59+00,0.0,13.0,26.0,,0.0,no,wilderness,,,,2.0,hiking,,,male,,,,,,female,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,0.0,,NONE,,,,2015,male female,1.0,1.0,,,,2.0,Colorado,0,0,0,1,0,0,0,0,0,0,11-32hr
-105.069067633,40.1651450790001,,None,,search,,2015/02/08 20:18:00+00,0.0,5.0,5.0,,0.0,no,urban_rural,,,,1.0,alzheimers_dementia,,91.0,male,,,dementia,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,0.0,,,,,,2015,male,1.0,,,,,1.0,Colorado,0,1,1,1,0,0,0,0,0,0,0-11hr
-105.632803595,39.922949154,,None,,rescue,,2015/02/20 20:28:00+00,0.0,10.0,36.0,,0.0,no,wilderness,,,,1.0,snow_skiing,,30.0,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,,FIRST AID,,,,2015,male,1.0,,,,,1.0,Colorado,0,0,0,1,1,0,0,0,0,0,32hours-7day
