x,y,region,home_county,mutual_aid_number,type,accidental_transmitter,date,operational_periods,number_volunteers,total_hours,mileage,total_paid_hours,aircraft_used,area_type,area_type_other,land_ownership,land_ownership_other,number_subjects,category,category_other,age_sub_1,gender_sub_1,fitness_sub_1,experience_sub_1,mental_factor_sub_1,mental_rating_sub_1,age_sub_2,gender_sub_2,fitness_sub_2,experience_sub_2,mental_factor_sub_2,mental_rating_sub_2,age_sub_3,gender_sub_3,fitness_sub_3,experience_sub_3,mental_factor_sub_3,mental_rating_sub_3,age_sub_4,gender_sub_4,fitness_sub_4,experience_sub_4,mental_factor_sub_4,mental_rating_sub_4,age_sub_5,gender_sub_5,fitness_sub_5,experience_sub_5,mental_factor_sub_5,mental_rating_sub_5,group_specifics,number_sub_well,number_sub_ill_injured,number_sub_doa,number_sub_not_found,point_found_count,medical_problems_subject,medical_problems_other_subject,medical_provider,medical_provider_other,year,male_female,sub_1,sub_2,sub_3,sub_4,sub_5,sub_total,state,children,seniors,mental,daylight,winter,helicopter,uav,fixed_wing,total_aircrafts,gps,time_bin
-79.8548,40.3616900000001,Appalachian Region,"['Allegheny County ', ' Pennsylvania']",,search,,2018/01/11 03:45:00+00,1.0,3.0,5.0,40.0,20.0,no,urban_rural,,private,,1.0,alzheimers_dementia,,79.0,male,,,dementia,mild,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,0.0,1,,,,,2018,male,1.0,,,,,1.0,Pennsylvania,0,1,1,0,0,0,0,0,0,0,0-11hr
-111.56268,33.5189,Desert Region,"['Maricopa County ', ' Arizona']",,rescue,,2018/01/06 18:00:00+00,1.0,10.0,6.0,200.0,,aircraft-helicopter,wilderness,,"forest, park, monument, blm",,4.0,hiking,,,male,,,,,,male,,,,,,male,,,,,,male,,,,,,,,,,,,3.0,1.0,,0.0,,Trauma_Extremities,,"SAR_team,Local_EMS",,2018,male,1.0,1.0,1.0,1.0,,4.0,Arizona,0,0,0,1,0,1,0,0,1,0,0-11hr
-116.93409,33.21817,California Region,"['San Diego County ', ' California']",,search,,2018/01/28 07:49:00+00,1.0,10.0,32.0,,,no,urban_rural,,county,,1.0,hiking,,,female,good,good,none,normal,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,0.0,0,,,,,2018,female,1.0,,,,,1.0,California,0,0,0,1,0,0,0,0,0,0,11-32hr
-111.5801,33.56661,Desert Region,"['Maricopa County ', ' Arizona']",,rescue,,2018/01/06 21:59:59+00,1.0,2.0,4.0,50.0,,aircraft-helicopter,wilderness,,"forest, park, monument, blm",,1.0,hunting,,,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,,Trauma_Extremities,,"SAR_team,Local_EMS",,2018,female,1.0,,,,,1.0,Arizona,0,0,0,0,0,1,0,0,1,0,0-11hr
-111.59866,33.4738300000001,Desert Region,"['Maricopa County ', ' Arizona']",,rescue,,2018/01/19 03:59:59+00,1.0,6.0,18.0,150.0,,aircraft-helicopter,wilderness,,"forest, park, monument, blm",,1.0,hiking,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,,OTHER,"dehydrated, exposure",SAR_team,,2018,male,1.0,,,,,1.0,Arizona,0,0,0,0,0,1,0,0,1,0,11-32hr
-111.42942,33.4515000000001,Desert Region,"['Maricopa County ', ' Arizona']",Pinal County,rescue,,2018/01/27 18:00:00+00,1.0,5.0,12.0,75.0,,aircraft-helicopter,wilderness,,"forest, park, monument, blm",,1.0,hiking,,43.0,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,,Trauma_Extremities,,SAR_team,,2018,female,1.0,,,,,1.0,Arizona,0,0,0,1,0,1,0,0,1,0,11-32hr
-106.47189,39.5923700000001,Rocky Mountain Region,"['Eagle County ', ' Colorado']",,search,,2018/02/04 18:59:59+00,1.0,13.0,55.0,50.0,0.0,no,wilderness,,"forest, park, monument, blm",,1.0,snow_shoeing,,26.0,male,good,good,none,normal,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,0.0,0,,,,,2018,male,1.0,,,,,1.0,Colorado,0,0,0,1,1,0,0,0,0,0,32hours-7day
-106.57374,39.5772000000001,Rocky Mountain Region,"['Eagle County ', ' Colorado']",,search,,2018/02/02 00:00:00+00,1.0,12.0,60.0,,,no,wilderness,,"forest, park, monument, blm",,1.0,hiking,,55.0,female,,poor,none,normal,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,0.0,1,,,,,2018,female,1.0,,,,,1.0,Colorado,0,0,0,0,0,0,0,0,0,0,32hours-7day
-111.51458,40.51462,Inter-Mountain Region,"['Salt Lake County ', ' Utah']",,rescue,,2018/01/13 19:18:59+00,,17.0,34.0,,,aircraft-helicopter,wilderness,,"forest, park, monument, blm",,1.0,snow_skiing,,22.0,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,,Trauma_Extremities,,Local_EMS,,2018,female,1.0,,,,,1.0,Utah,0,0,0,1,1,1,0,0,1,0,32hours-7day
-73.8556,44.3530000000001,Appalachian Region,"['Bergen County ', ' New Jersey']",,search,,2018/02/09 00:00:00+00,6.0,1.0,20.0,,,no,wilderness,,state,,1.0,snow_skiing,,49.0,male,good,good,none,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,0.0,"6900 Airport Blvd, Sacramento, CA 95837",apparent memory loss,,,,2018,male,1.0,,,,,1.0,New Jersey,0,0,0,0,1,0,0,0,0,0,11-32hr
-106.512245281,39.603062525,Rocky Mountain Region,"['Eagle County ', ' Colorado']",,search,,2018/02/11 00:30:00+00,1.0,1.0,1.0,,0.0,no,interface,ski,"forest, park, monument, blm",,1.0,snow_skiing,,,male,,,none,normal,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,0.0,1,,,,,2018,male,1.0,,,,,1.0,Colorado,0,0,0,0,1,0,0,0,0,0,0-11hr
-116.70468,33.7226900000001,California Region,"['Riverside County ', ' California']",,rescue,,2018/01/27 05:29:59+00,1.0,4.0,20.0,320.0,,no,wilderness,,"forest, park, monument, blm",,2.0,hiking,,,male,,,,,,female,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,0.0,,,,,,2018,male female,1.0,1.0,,,,2.0,California,0,0,0,0,0,0,0,0,0,0,11-32hr
-111.70061,40.3634500000001,Inter-Mountain Region,"['Utah County ', ' Utah']",,rescue,,2018/02/18 01:21:59+00,1.0,18.0,18.0,360.0,1.0,no,wilderness,,"forest, park, monument, blm",,1.0,hiking,,49.0,female,good,good,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,,Trauma_Extremities,,Local_EMS,,2018,female,1.0,,,,,1.0,Utah,0,0,0,0,0,0,0,0,0,0,11-32hr
-122.05999,43.6811000000001,Oregon Region,"['Benton County ', ' Oregon']",,search,,2018/02/19 15:59:59+00,1.0,6.0,8.0,,0.0,no,wilderness,,"forest, park, monument, blm",,1.0,snow_shoeing,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,0.0,1,,,,,2018,male,1.0,,,,,1.0,Oregon,0,0,0,1,1,0,0,0,0,0,0-11hr
-116.81909,33.0066200000001,California Region,"['San Diego County ', ' California']",,search,,2018/02/18 00:20:59+00,1.0,10.0,13.0,,,aircraft-helicopter,urban_rural,,county,,1.0,alzheimers_dementia,,76.0,female,good,,dementia,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,0.0,1,,,,,2018,female,1.0,,,,,1.0,California,0,1,1,0,0,1,0,0,1,0,11-32hr
-112.14333,40.2756600000001,Inter-Mountain Region,"['Utah County ', ' Utah']",,rescue,,2018/01/07 11:22:00+00,1.0,14.0,56.0,420.0,4.0,no,wilderness,,"forest, park, monument, blm",,2.0,four_wheel_driving,,43.0,male,,,,,,male,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,0.0,,,,,,2018,male,1.0,1.0,,,,2.0,Utah,0,0,0,1,0,0,0,0,0,0,32hours-7day
-111.74073,40.16887,Inter-Mountain Region,"['Utah County ', ' Utah']",,rescue,,2018/01/08 06:27:59+00,1.0,16.0,32.0,350.0,3.0,no,water,,state,,2.0,four_wheel_driving,,17.0,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,0.0,,,,,,2018,male,1.0,,,,,1.0,Utah,0,0,0,0,0,0,0,0,0,0,11-32hr
-109.58093,40.80539,Inter-Mountain Region,"['Utah County ', ' Utah']",,cave search/rescue,,2018/01/08 08:29:59+00,1.0,4.0,60.0,300.0,15.0,no,wilderness,,"forest, park, monument, blm",,4.0,caving,,34.0,male,,,,,34.0,male,,,,,30.0,male,,,,,41.0,female,,,,,,,,,,,,3.0,1.0,,0.0,,"Trauma_Extremities,Illness_Environmental",,"SAR_team,Local_EMS",,2018,male female,1.0,1.0,1.0,1.0,,4.0,Utah,0,0,0,1,0,0,0,0,0,0,32hours-7day
-119.51977,39.0872400000001,California Region,"['Douglas County ', ' Nevada']",,rescue,,2018/01/07 00:00:00+00,1.0,5.0,25.0,,,no,wilderness,,"forest, park, monument, blm",,5.0,driving,,22.0,male,,,,,21.0,male,,,,,19.0,female,,,,,19.0,female,,,,,2.0,female,,,,,,5.0,0.0,,0.0,,,,,,2018,male female,1.0,1.0,1.0,1.0,1.0,5.0,Nevada,1,0,0,0,0,0,0,0,0,0,11-32hr
-119.88018,38.92652,California Region,"['Douglas County ', ' Nevada']",,rescue,,2018/01/26 00:00:00+00,1.0,18.0,45.0,,,no,wilderness,,"forest, park, monument, blm",,2.0,snow_skiing,,21.0,male,,,,,20.0,female,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,0.0,,,,,,2018,male female,1.0,1.0,,,,2.0,Nevada,0,0,0,0,1,0,0,0,0,0,32hours-7day
-119.5204,38.91884,California Region,"['Douglas County ', ' Nevada']",,rescue,,2018/03/03 06:30:00+00,1.0,6.0,35.0,,,no,wilderness,,"forest, park, monument, blm",,2.0,driving,,49.0,male,,,,,33.0,female,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,0.0,,,,,,2018,male female,1.0,1.0,,,,2.0,Nevada,0,0,0,0,0,0,0,0,0,0,32hours-7day
-105.23735,39.69834,Rocky Mountain Region,"['Jefferson County ', ' Colorado']",,rescue,,2018/01/14 17:29:59+00,1.0,18.0,27.0,,,no,urban_rural,,state,,6.0,driving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"two adults (25yo male, 28yo female) and four children (4month old male, 18month old male, 7yo male, 8yo female)",0.0,6.0,,0.0,,"Trauma_Head,Trauma_Extremities",,Local_Fire,,2018,,,,,,,,Colorado,0,0,0,1,0,0,0,0,0,0,11-32hr
-105.70468,39.5977500000001,Rocky Mountain Region,"['Jefferson County ', ' Colorado']",,search,,2018/02/04 01:46:00+00,1.0,17.0,68.0,,,no,wilderness,,"forest, park, monument, blm",,1.0,hiking,,19.0,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,0.0,1,,,,,2018,male,1.0,,,,,1.0,Colorado,0,0,0,0,0,0,0,0,0,0,32hours-7day
-105.86175,39.77354,Rocky Mountain Region,"['Jefferson County ', ' Colorado']",,search,,2018/02/05 01:46:00+00,1.0,2.0,2.0,,,no,wilderness,,"forest, park, monument, blm",,2.0,snowmobiling,,,male,,,,,,male,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,0.0,1,,,,,2018,male,1.0,1.0,,,,2.0,Colorado,0,0,0,0,1,0,0,0,0,0,0-11hr
-105.73043,39.6764700000001,Rocky Mountain Region,"['Jefferson County ', ' Colorado']",,rescue,,2018/02/25 00:11:00+00,1.0,5.0,10.0,,,no,wilderness,,"forest, park, monument, blm",,1.0,four_wheel_driving,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,,Illness_Environmental,,Local_EMS,,2018,male,1.0,,,,,1.0,Colorado,0,0,0,0,0,0,0,0,0,0,0-11hr
-105.6462,39.8322400000001,Rocky Mountain Region,"['Jefferson County ', ' Colorado']",,rescue,,2018/03/02 19:04:00+00,1.0,24.0,12.0,,,no,wilderness,,"forest, park, monument, blm",,1.0,hiking,,,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,0.0,,,,,,2018,female,1.0,,,,,1.0,Colorado,0,0,0,1,0,0,0,0,0,0,11-32hr
-105.2395,39.6361000000001,Rocky Mountain Region,"['Jefferson County ', ' Colorado']",,rescue,,2018/03/06 19:09:59+00,1.0,16.0,8.0,,,no,wilderness,,county,,1.0,hiking,,,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,,,,,,2018,female,1.0,,,,,1.0,Colorado,0,0,0,1,0,0,0,0,0,0,0-11hr
-111.52422,40.3322600000001,Inter-Mountain Region,"['Utah County ', ' Utah']",,rescue,,2018/01/27 18:58:00+00,1.0,15.0,8.0,50.0,1.0,aircraft-helicopter,wilderness,,"forest, park, monument, blm",,1.0,snow_skiing,,22.0,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,,Trauma_Extremities,,Local_EMS,,2018,male,1.0,,,,,1.0,Utah,0,0,0,1,1,1,0,0,1,0,0-11hr
-111.39916,40.07795,Inter-Mountain Region,"['Utah County ', ' Utah']",,rescue,,2018/02/10 22:05:00+00,1.0,14.0,42.0,700.0,3.0,no,wilderness,,"forest, park, monument, blm",,1.0,hiking,,20.0,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,,Illness_Environmental,,SAR_team,,2018,female,1.0,,,,,1.0,Utah,0,0,0,0,0,0,0,0,0,0,32hours-7day
-117.63462,34.2718300000001,California Region,"['San Bernardino County ', ' California']",,rescue,,2018/01/05 21:30:00+00,1.0,11.0,33.0,200.0,9.0,aircraft-helicopter,wilderness,,"forest, park, monument, blm",,1.0,hiking,,40.0,female,good,poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,0.0,,,,,,2018,female,1.0,,,,,1.0,California,0,0,0,0,0,1,0,0,1,0,32hours-7day
-116.92027,34.1054500000001,California Region,"['San Bernardino County ', ' California']",,rescue,,2018/01/07 12:30:00+00,1.0,20.0,100.0,,,aircraft-helicopter,wilderness,,"forest, park, monument, blm",,1.0,hiking,,,female,fair,poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,,Trauma_Chest,,Local_EMS,,2018,female,1.0,,,,,1.0,California,0,0,0,1,0,1,0,0,1,0,32hours-7day
-117.1885,34.9739300000001,California Region,"['San Bernardino County ', ' California']",,search,,2018/02/08 20:29:59+00,2.0,25.0,100.0,,,aircraft-helicopter,urban_rural,,"forest, park, monument, blm",,1.0,alzheimers_dementia,,70.0,female,poor,poor,dementia,moderate,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,0.0,0,,,,,2018,female,1.0,,,,,1.0,California,0,1,1,1,0,1,0,0,1,0,32hours-7day
-116.85496,34.1081500000001,California Region,"['San Bernardino County ', ' California']",,rescue,,2018/02/11 00:59:59+00,1.0,15.0,150.0,,,aircraft-helicopter,wilderness,,"forest, park, monument, blm",,1.0,hiking,,,female,fair,poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,0.0,,,,,,2018,female,1.0,,,,,1.0,California,0,0,0,0,0,1,0,0,1,0,32hours-7day
-117.63667,34.26361,California Region,"['San Bernardino County ', ' California']",,rescue,,2018/02/26 05:00:00+00,1.0,6.0,48.0,,8.0,aircraft-helicopter,wilderness,,"forest, park, monument, blm",,2.0,hiking,,45.0,male,fair,fair,,,44.0,female,fair,fair,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,0.0,,,,,,2018,male female,1.0,1.0,,,,2.0,California,0,0,0,0,0,1,0,0,1,0,32hours-7day
-105.64413,39.9030000000001,Rocky Mountain Region,"['Jefferson County ', ' Colorado']",,rescue,,2018/03/15 03:24:59+00,1.0,7.0,39.0,,,no,wilderness,,"forest, park, monument, blm",,2.0,ohv/atv,,68.0,male,,,,,40.0,male,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,0.0,,Illness_Altitude,,Local_EMS,,2018,male,1.0,1.0,,,,2.0,Colorado,0,0,0,0,0,0,0,0,0,0,32hours-7day
-105.19673,39.6468800000001,Rocky Mountain Region,"['Jefferson County ', ' Colorado']",,rescue,,2018/03/16 19:38:00+00,1.0,23.0,69.0,,,no,urban_rural,,county,,1.0,hiking,,17.0,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,,OTHER,"nausea, bleeding nose, and lower back pain",Local_EMS,,2018,female,1.0,,,,,1.0,Colorado,0,0,0,1,0,0,0,0,0,0,32hours-7day
-116.73497,33.7332700000001,California Region,"['Riverside County ', ' California']",,rescue,,2018/02/19 00:30:00+00,1.0,2.0,4.0,120.0,,no,wilderness,,"forest, park, monument, blm",,1.0,hiking,,,female,fair,fair,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,0.0,,,,,,2018,female,1.0,,,,,1.0,California,0,0,0,0,0,0,0,0,0,0,0-11hr
-117.1998,33.1277900000001,California Region,"['San Diego County ', ' California']",,search,,2018/03/10 18:52:00+00,1.0,20.0,60.0,,,no,urban_rural,,county,,1.0,alzheimers_dementia,,71.0,female,,,dementia,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,0.0,1,,,,,2018,female,1.0,,,,,1.0,California,0,1,1,1,0,0,0,0,0,0,32hours-7day
-119.225508554,37.9411165340001,California Region,"['Mono County ', ' California']",,rescue,,2018/01/01 20:15:00+00,1.0,9.0,45.0,550.0,5.0,aircraft-helicopter,urban_rural,,"forest, park, monument, blm",,1.0,climbing,,64.0,male,excellent,excellent,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,,OTHER,Unknown,"SAR_team,Other","Renown Hospital, Reno, NV",2018,male,1.0,,,,,1.0,California,0,0,0,1,0,1,0,0,1,0,32hours-7day
-118.2651,37.6287,California Region,"['Mono County ', ' California']",,search,,2018/01/15 07:57:00+00,1.0,5.0,35.0,600.0,1.0,no,wilderness,,"forest, park, monument, blm",,1.0,hiking,,20.0,male,,,none,normal,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,0.0,1,,,,,2018,male,1.0,,,,,1.0,California,0,0,0,1,0,0,0,0,0,0,32hours-7day
-118.999,37.6270000000001,California Region,"['Mono County ', ' California']",,rescue,,2018/03/18 23:55:00+00,1.0,13.0,39.0,140.0,3.0,no,urban_rural,,"forest, park, monument, blm",,3.0,snowboarding,,33.0,male,,,,,31.0,male,,,,,32.0,male,,,,,,,,,,,,,,,,,,3.0,0.0,,0.0,,,,,,2018,male,1.0,1.0,1.0,,,3.0,California,0,0,0,0,1,0,0,0,0,0,32hours-7day
-111.562241151,35.0527596270001,Desert Region,"['Coconino County ', ' Arizona']",,search,,2018/03/25 20:13:59+00,1.0,25.0,115.0,,50.0,aircraft-helicopter,urban_rural,,"forest, park, monument, blm",,1.0,child_age_0-15,,9.0,female,good,fair,none,normal,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,1,Illness_Environmental,,Local_Fire,,2018,female,1.0,,,,,1.0,Arizona,1,1,0,1,0,1,0,0,1,0,32hours-7day
-121.74329,47.4980800000001,Washington Region,"['Clark County ', ' Washington']",,search,,2018/01/04 01:51:59+00,1.0,3.0,2.0,,0.0,no,wilderness,,state,,1.0,hiking,,,female,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,0.0,1,,,,,2018,female,1.0,,,,,1.0,Washington,0,0,0,0,0,0,0,0,0,0,0-11hr
-121.88052,47.7740700000001,Washington Region,"['Clark County ', ' Washington']",,search,,2018/04/04 01:21:59+00,1.0,2.0,4.0,,0.0,no,wilderness,,"forest, park, monument, blm",,2.0,four_wheel_driving,,,female,,,none,,,female,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,0.0,1,,,,,2018,female,1.0,1.0,,,,2.0,Washington,0,0,0,0,0,0,0,0,0,0,0-11hr
-121.47144,47.3584700000001,Washington Region,"['Clark County ', ' Washington']",,search,,2018/02/01 02:02:00+00,1.0,4.0,18.0,,0.0,no,wilderness,,"forest, park, monument, blm",,2.0,hiking,,20.0,male,,,none,,20.0,female,,,none,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,0.0,2,,,,,2018,male female,1.0,1.0,,,,2.0,Washington,0,0,0,0,0,0,0,0,0,0,11-32hr
-107.28634,39.38608,Rocky Mountain Region,"['Garfield County ', ' Colorado']",,search,,2018/04/01 00:00:00+00,1.0,5.0,37.0,,,no,urban_rural,,"forest, park, monument, blm",,1.0,hiking,,,female,,,none,normal,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,0.0,1,,,,,2018,female,1.0,,,,,1.0,Colorado,0,0,0,0,0,0,0,0,0,0,32hours-7day
-117.727285495,34.102451698,California Region,"['Los Angeles County ', ' California']",,search,,2018/04/13 02:50:00+00,1.0,7.0,14.0,80.0,1.0,aircraft-helicopter,wilderness,,"forest, park, monument, blm",,1.0,hiking,,30.0,male,fair,fair,none,normal,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,0.0,1,,,,,2018,male,1.0,,,,,1.0,California,0,0,0,0,0,1,0,0,1,0,11-32hr
-117.766973539,34.2545227090001,California Region,"['Los Angeles County ', ' California']",,search,,2018/04/16 05:29:59+00,1.0,4.0,4.0,80.0,1.0,no,wilderness,,"forest, park, monument, blm",,1.0,hiking,,30.0,male,fair,fair,none,normal,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,0.0,1,,,,,2018,male,1.0,,,,,1.0,California,0,0,0,0,0,0,0,0,0,0,0-11hr
-122.24947,47.7661800000001,Washington Region,"['Clark County ', ' Washington']",,search,,2018/02/11 21:10:00+00,1.0,4.0,6.0,78.0,0.0,no,urban_rural,,city,,1.0,alzheimers_dementia,,80.0,male,,,dementia,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,0.0,1,,,,,2018,male,1.0,,,,,1.0,Washington,0,1,1,0,0,0,0,0,0,0,0-11hr
-121.88454,47.5045700000001,Washington Region,"['Clark County ', ' Washington']",,rescue,,2018/02/22 02:44:00+00,1.0,2.0,4.0,50.0,0.0,no,wilderness,,state,,2.0,hiking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,0.0,,,,,,2018,,,,,,,,Washington,0,0,0,0,0,0,0,0,0,0,0-11hr
-121.31373,47.3080600000001,Washington Region,"['Clark County ', ' Washington']",,rescue,,2018/02/25 23:07:59+00,1.0,7.0,23.0,700.0,0.0,no,wilderness,,"forest, park, monument, blm",,4.0,snowmobiling,,32.0,male,,,,,30.0,female,,,,,24.0,male,,,,,29.0,male,,,,,,,,,,,,1.0,2.0,1.0,0.0,,,,None,,2018,male female,1.0,1.0,1.0,1.0,,4.0,Washington,0,0,0,0,1,0,0,0,0,0,11-32hr
-111.59799,40.3486800000001,Inter-Mountain Region,"['Utah County ', ' Utah']",,rescue,,2018/04/10 03:51:00+00,1.0,20.0,75.0,350.0,8.0,no,wilderness,,county,,4.0,hiking,,21.0,female,good,poor,,,21.0,male,good,fair,,,,male,,,,,,male,,,,,,,,,,,,4.0,0.0,,0.0,,,,,,2018,male female,1.0,1.0,1.0,1.0,,4.0,Utah,0,0,0,0,0,0,0,0,0,0,32hours-7day
-118.14619,34.2662,California Region,"['Los Angeles County ', ' California']",,rescue,,2018/04/09 20:00:00+00,1.0,9.0,9.0,40.0,0.0,aircraft-helicopter,wilderness,,"forest, park, monument, blm",,1.0,hiking,,15.0,female,good,good,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,,Trauma_Extremities,,SAR_team,,2018,female,1.0,,,,,1.0,California,1,1,0,1,0,1,0,0,1,0,0-11hr
-105.32065,39.8801,Rocky Mountain Region,"['Jefferson County ', ' Colorado']",,rescue,,2018/03/18 21:51:00+00,1.0,21.0,105.0,,,no,urban_rural,,county,,1.0,climbing,,17.0,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,,"Trauma_Head,Trauma_Chest",,SAR_team,,2018,male,1.0,,,,,1.0,Colorado,0,0,0,0,0,0,0,0,0,0,32hours-7day
-105.4068,39.74314,Rocky Mountain Region,"['Jefferson County ', ' Colorado']",,rescue,,2018/03/24 16:22:59+00,1.0,24.0,72.0,,,no,urban_rural,,county,,1.0,climbing,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,,Trauma_Extremities,,Local_EMS,,2018,male,1.0,,,,,1.0,Colorado,0,0,0,1,0,0,0,0,0,0,32hours-7day
-105.16897,39.52678,Rocky Mountain Region,"['Jefferson County ', ' Colorado']",,rescue,,2018/03/27 00:16:00+00,,11.0,17.0,,,no,urban_rural,,county,,1.0,hiking,,,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,,OTHER,mild knee injury,Local_EMS,,2018,female,1.0,,,,,1.0,Colorado,0,0,0,0,0,0,0,0,0,0,11-32hr
-105.858012245,39.7532195370001,Rocky Mountain Region,"['Jefferson County ', ' Colorado']",,rescue,,2018/03/27 20:55:00+00,1.0,17.0,60.0,,,no,wilderness,,"forest, park, monument, blm",,1.0,snow_skiing,,,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,,,,SAR_team,,2018,female,1.0,,,,,1.0,Colorado,0,0,0,1,1,0,0,0,0,0,32hours-7day
-105.88228,39.6672300000001,Rocky Mountain Region,"['Jefferson County ', ' Colorado']",,rescue,,2018/04/07 16:57:59+00,1.0,17.0,34.0,,,no,wilderness,,"forest, park, monument, blm",,1.0,snowboarding,,17.0,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,0.0,,Trauma_Spine,,SAR_team,,2018,male,1.0,,,,,1.0,Colorado,0,0,0,1,1,0,0,0,0,0,32hours-7day
-106.37079,39.47234,Rocky Mountain Region,"['Eagle County ', ' Colorado']",,rescue,,2018/03/27 07:30:00+00,1.0,4.0,17.0,25.0,0.0,no,wilderness,,"forest, park, monument, blm",,2.0,four_wheel_driving,,24.0,male,fair,poor,,,20.0,male,fair,poor,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,0.0,,,,,,2018,male,1.0,1.0,,,,2.0,Colorado,0,0,0,1,0,0,0,0,0,0,11-32hr
-106.26905,39.4875900000001,Rocky Mountain Region,"['Eagle County ', ' Colorado']",,search,,2018/03/27 23:07:59+00,1.0,15.0,18.0,21.0,0.0,no,wilderness,,"forest, park, monument, blm",,1.0,snowboarding,,24.0,male,good,fair,intoxicated,moderate,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,0.0,0,,,,,2018,male,1.0,,,,,1.0,Colorado,0,0,1,0,1,0,0,0,0,0,11-32hr
-106.67776,39.5005200000001,Rocky Mountain Region,"['Eagle County ', ' Colorado']",,rescue,,2018/03/28 02:16:59+00,1.0,11.0,26.0,11.0,0.0,no,wilderness,,"forest, park, monument, blm",,7.0,snow_shoeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group of 7 males.  three in their 60's the other four in their 30's.  those in their 60's were not adjusted to altitude.  those in their 30's were in better shape but not familiar with the territory.,7.0,0.0,,0.0,,,,,,2018,,,,,,,,Colorado,0,0,0,0,1,0,0,0,0,0,11-32hr
